Date,Adj_Close,Close,High,Low,Open,Symbol,Volume
2012-12-13,11.79,11.79,12.70,9.20,9.25,SCTY,8305400
2012-12-14,11.72,11.72,13.00,11.52,13.00,SCTY,1686500
2012-12-17,12.33,12.33,12.54,11.75,12.54,SCTY,585200
2012-12-18,11.59,11.59,12.96,11.41,12.50,SCTY,790400
2012-12-19,11.22,11.22,11.78,11.00,11.47,SCTY,666400
2012-12-20,10.67,10.67,11.54,10.45,11.54,SCTY,619300
2012-12-21,10.73,10.73,10.93,10.11,10.36,SCTY,359900
2012-12-24,10.84,10.84,11.05,10.76,11.00,SCTY,120800
2012-12-26,11.04,11.04,11.25,10.82,11.20,SCTY,225200
2012-12-27,11.29,11.29,11.49,11.01,11.19,SCTY,255100
2012-12-28,11.57,11.57,11.69,11.30,11.39,SCTY,151600
2012-12-31,11.93,11.93,12.10,11.62,11.62,SCTY,205700
2013-01-02,12.33,12.33,12.98,11.95,12.98,SCTY,505000
2013-01-03,13.02,13.02,13.45,12.15,12.47,SCTY,635100
2013-01-04,14.40,14.40,15.20,13.50,13.71,SCTY,1463400
2013-01-07,15.97,15.97,16.40,15.15,15.60,SCTY,1995600
2013-01-08,14.73,14.73,16.940001,14.38,16.74,SCTY,1472000
2013-01-09,15.65,15.65,16.23,15.00,15.00,SCTY,965500
2013-01-10,15.76,15.76,16.35,14.88,16.02,SCTY,594100
2013-01-11,15.50,15.50,16.059999,15.01,15.80,SCTY,297500
2013-01-14,14.59,14.59,15.47,14.41,15.45,SCTY,611800
2013-01-15,13.72,13.72,14.55,13.34,14.55,SCTY,740600
2013-01-16,13.98,13.98,14.33,13.11,13.60,SCTY,620700
2013-01-17,15.21,15.21,15.36,14.20,14.75,SCTY,659200
2013-01-18,15.92,15.92,16.25,15.22,15.45,SCTY,937200
2013-01-22,16.030001,16.030001,16.450001,15.45,16.25,SCTY,630800
2013-01-23,15.80,15.80,16.209999,15.55,16.15,SCTY,292200
2013-01-24,16.01,16.01,16.40,15.50,15.72,SCTY,375300
2013-01-25,15.49,15.49,15.95,15.21,15.90,SCTY,649700
2013-01-28,15.63,15.63,15.90,15.45,15.45,SCTY,287600
2013-01-29,15.04,15.04,15.88,14.67,15.69,SCTY,326500
2013-01-30,14.60,14.60,15.03,14.18,15.02,SCTY,437200
2013-01-31,14.62,14.62,14.80,14.15,14.53,SCTY,266200
2013-02-01,15.17,15.17,15.50,14.76,14.78,SCTY,351800
2013-02-04,14.72,14.72,15.48,14.65,15.14,SCTY,238600
2013-02-05,15.09,15.09,15.20,14.70,14.77,SCTY,283500
2013-02-06,15.30,15.30,16.25,15.05,15.45,SCTY,666100
2013-02-07,15.48,15.48,15.69,15.25,15.69,SCTY,166100
2013-02-08,15.13,15.13,15.80,15.08,15.75,SCTY,263300
2013-02-11,16.67,16.67,16.73,15.12,15.12,SCTY,816300
2013-02-12,18.190001,18.190001,18.32,17.24,17.27,SCTY,1643900
2013-02-13,17.639999,17.639999,19.58,17.450001,19.00,SCTY,1065000
2013-02-14,18.43,18.43,18.799999,17.440001,17.709999,SCTY,710700
2013-02-15,17.77,17.77,18.879999,17.60,18.82,SCTY,366200
2013-02-19,18.51,18.51,18.85,17.610001,17.75,SCTY,742200
2013-02-20,18.84,18.84,20.379999,18.52,19.60,SCTY,1587900
2013-02-21,19.07,19.07,19.190001,17.299999,18.709999,SCTY,826300
2013-02-22,18.90,18.90,19.77,18.66,19.77,SCTY,380100
2013-02-25,18.540001,18.540001,19.25,18.41,19.200001,SCTY,352600
2013-02-26,17.40,17.40,18.530001,16.83,18.530001,SCTY,641300
2013-02-27,17.299999,17.299999,17.440001,15.89,17.00,SCTY,1004200
2013-02-28,18.110001,18.110001,18.450001,17.25,17.50,SCTY,555000
2013-03-01,18.16,18.16,18.200001,17.299999,17.969999,SCTY,226800
2013-03-04,18.23,18.23,18.49,17.799999,18.26,SCTY,292900
2013-03-05,18.549999,18.549999,18.969999,18.23,18.459999,SCTY,483000
2013-03-06,19.27,19.27,19.75,18.60,18.799999,SCTY,882200
2013-03-07,16.49,16.49,18.15,15.88,17.700001,SCTY,2691100
2013-03-08,16.309999,16.309999,16.84,16.200001,16.549999,SCTY,646900
2013-03-11,16.940001,16.940001,17.08,16.32,16.629999,SCTY,563600
2013-03-12,16.74,16.74,17.25,16.690001,17.02,SCTY,405500
2013-03-13,16.90,16.90,16.99,16.51,16.83,SCTY,289800
2013-03-14,16.60,16.60,17.040001,16.18,16.950001,SCTY,488700
2013-03-15,16.74,16.74,16.799999,16.299999,16.549999,SCTY,539500
2013-03-18,16.940001,16.940001,16.940001,16.450001,16.639999,SCTY,336800
2013-03-19,17.040001,17.040001,17.299999,16.83,16.91,SCTY,298900
2013-03-20,17.43,17.43,17.50,17.120001,17.120001,SCTY,339400
2013-03-21,17.59,17.59,17.870001,17.27,17.549999,SCTY,333900
2013-03-22,18.190001,18.190001,18.23,17.700001,17.700001,SCTY,362900
2013-03-25,18.540001,18.540001,18.75,18.25,18.43,SCTY,361300
2013-03-26,18.889999,18.889999,20.290001,18.58,18.780001,SCTY,1393800
2013-03-27,18.90,18.90,19.49,18.559999,18.85,SCTY,794500
2013-03-28,18.879999,18.879999,19.139999,18.00,18.93,SCTY,2306900
2013-04-01,19.360001,19.360001,19.57,18.77,18.91,SCTY,688400
2013-04-02,19.049999,19.049999,19.700001,19.040001,19.530001,SCTY,356400
2013-04-03,18.99,18.99,19.26,18.76,19.16,SCTY,430600
2013-04-04,18.35,18.35,19.049999,18.110001,19.049999,SCTY,303000
2013-04-05,18.23,18.23,18.65,18.00,18.030001,SCTY,210500
2013-04-08,18.969999,18.969999,19.00,18.450001,18.540001,SCTY,261000
2013-04-09,20.139999,20.139999,20.50,18.65,19.01,SCTY,1355600
2013-04-10,20.459999,20.459999,21.40,19.75,20.25,SCTY,1177100
2013-04-11,20.379999,20.379999,20.950001,20.200001,20.50,SCTY,302700
2013-04-12,19.969999,19.969999,20.43,19.299999,20.120001,SCTY,461100
2013-04-15,18.559999,18.559999,20.16,18.50,20.16,SCTY,601500
2013-04-16,19.73,19.73,19.84,18.809999,19.07,SCTY,428900
2013-04-17,19.290001,19.290001,19.75,19.00,19.58,SCTY,306200
2013-04-18,20.139999,20.139999,20.35,19.07,19.389999,SCTY,594600
2013-04-19,20.370001,20.370001,20.879999,19.879999,20.200001,SCTY,247900
2013-04-22,21.10,21.10,21.40,20.10,20.709999,SCTY,478500
2013-04-23,22.27,22.27,22.32,21.32,21.60,SCTY,754200
2013-04-24,23.34,23.34,23.65,22.370001,22.68,SCTY,609100
2013-04-25,23.889999,23.889999,24.450001,23.57,23.90,SCTY,534300
2013-04-26,23.34,23.34,23.98,22.879999,23.969999,SCTY,389100
2013-04-29,25.129999,25.129999,25.27,23.51,23.51,SCTY,798300
2013-04-30,27.02,27.02,27.219999,25.299999,25.76,SCTY,1227200
2013-05-01,28.00,28.00,28.23,27.35,27.389999,SCTY,1190600
2013-05-02,27.09,27.09,27.700001,24.00,26.68,SCTY,1568400
2013-05-03,27.00,27.00,27.98,26.50,26.50,SCTY,566300
2013-05-06,26.43,26.43,27.299999,26.02,27.24,SCTY,595500
2013-05-07,23.66,23.66,26.950001,23.50,26.559999,SCTY,1481700
2013-05-08,24.16,24.16,24.83,23.549999,24.83,SCTY,809100
2013-05-09,26.469999,26.469999,27.00,25.00,25.35,SCTY,1073800
2013-05-10,28.879999,28.879999,29.120001,27.35,27.49,SCTY,1507500
2013-05-13,35.880001,35.880001,39.00,29.83,31.15,SCTY,6369300
2013-05-14,31.440001,31.440001,36.849998,30.82,32.220001,SCTY,4774800
2013-05-15,32.169998,32.169998,34.990002,31.67,32.779999,SCTY,2191200
2013-05-16,35.689999,35.689999,36.50,33.650002,36.43,SCTY,3063500
2013-05-17,45.00,45.00,46.50,36.00,37.200001,SCTY,7850300
2013-05-20,51.599998,51.599998,52.77,47.299999,47.459999,SCTY,7337700
2013-05-21,44.52,44.52,51.950001,44.150002,50.50,SCTY,5091200
2013-05-22,44.299999,44.299999,50.50,41.099998,47.220001,SCTY,5560700
2013-05-23,46.790001,46.790001,47.869999,40.279999,40.810001,SCTY,3718300
2013-05-24,48.779999,48.779999,50.50,46.799999,47.50,SCTY,2498100
2013-05-28,46.779999,46.779999,52.50,45.00,51.360001,SCTY,4282400
2013-05-29,48.310001,48.310001,49.50,46.00,46.779999,SCTY,2377300
2013-05-30,48.439999,48.439999,50.299999,47.150002,50.130001,SCTY,2633600
2013-05-31,45.25,45.25,48.450001,45.25,48.200001,SCTY,2102700
2013-06-03,40.77,40.77,45.740002,39.040001,45.50,SCTY,3033400
2013-06-04,37.00,37.00,40.439999,36.50,38.77,SCTY,3572900
2013-06-05,38.400002,38.400002,39.810001,36.099998,36.189999,SCTY,2560800
2013-06-06,38.099998,38.099998,39.59,36.41,38.529999,SCTY,2006100
2013-06-07,35.970001,35.970001,38.75,35.50,38.049999,SCTY,2208700
2013-06-10,36.349998,36.349998,39.07,35.919998,36.220001,SCTY,3286200
2013-06-11,34.48,34.48,35.970001,33.110001,34.610001,SCTY,4943400
2013-06-12,34.279999,34.279999,36.400002,33.73,34.50,SCTY,3091600
2013-06-13,34.029999,34.029999,35.849998,33.799999,33.950001,SCTY,1927900
2013-06-14,36.290001,36.290001,37.00,35.130001,36.299999,SCTY,3981400
2013-06-17,35.959999,35.959999,37.34,35.619999,37.34,SCTY,2239200
2013-06-18,36.450001,36.450001,37.98,35.68,35.68,SCTY,3527700
2013-06-19,36.029999,36.029999,37.150002,35.299999,37.130001,SCTY,1774300
2013-06-20,35.169998,35.169998,35.73,34.830002,35.50,SCTY,1434600
2013-06-21,34.52,34.52,35.98,34.02,35.220001,SCTY,2190000
2013-06-24,32.959999,32.959999,35.349998,32.66,33.509998,SCTY,2321100
2013-06-25,36.009998,36.009998,36.419998,33.50,33.650002,SCTY,3388300
2013-06-26,37.389999,37.389999,37.700001,35.779999,36.849998,SCTY,3432500
2013-06-27,36.380001,36.380001,38.880001,36.049999,38.00,SCTY,3316400
2013-06-28,37.75,37.75,38.200001,36.389999,36.470001,SCTY,3225600
2013-07-01,40.299999,40.299999,41.200001,38.00,38.00,SCTY,3873500
2013-07-02,37.740002,37.740002,41.00,37.299999,40.700001,SCTY,3305800
2013-07-03,37.490002,37.490002,38.700001,37.299999,38.049999,SCTY,987600
2013-07-05,38.09,38.09,38.759998,37.380001,38.700001,SCTY,1381200
2013-07-08,40.990002,40.990002,41.330002,38.299999,38.450001,SCTY,2625600
2013-07-09,42.150002,42.150002,43.369999,39.049999,41.380001,SCTY,4197500
2013-07-10,42.099998,42.099998,43.470001,41.59,42.700001,SCTY,2313800
2013-07-11,43.709999,43.709999,44.119999,42.650002,43.23,SCTY,2185900
2013-07-12,43.32,43.32,44.290001,42.650002,43.00,SCTY,1940400
2013-07-15,44.619999,44.619999,44.98,43.299999,44.110001,SCTY,2080900
2013-07-16,40.759998,40.759998,44.599998,40.299999,44.32,SCTY,3326600
2013-07-17,42.060001,42.060001,42.630001,40.599998,40.810001,SCTY,2002300
2013-07-18,42.09,42.09,43.02,41.720001,42.43,SCTY,1094800
2013-07-19,41.669998,41.669998,42.139999,40.50,42.00,SCTY,1138100
2013-07-22,41.990002,41.990002,43.299999,41.450001,41.709999,SCTY,1573600
2013-07-23,40.810001,40.810001,42.689999,40.599998,42.110001,SCTY,1644500
2013-07-24,40.029999,40.029999,41.700001,38.799999,41.400002,SCTY,2117700
2013-07-25,40.09,40.09,40.400002,39.119999,39.700001,SCTY,1040000
2013-07-26,41.529999,41.529999,41.900002,39.849998,39.849998,SCTY,1260400
2013-07-29,41.84,41.84,42.799999,41.299999,41.529999,SCTY,1422200
2013-07-30,41.470001,41.470001,42.790001,41.189999,42.09,SCTY,1303700
2013-07-31,41.349998,41.349998,42.25,41.110001,42.139999,SCTY,1060300
2013-08-01,40.57,40.57,41.849998,40.009998,41.599998,SCTY,1154500
2013-08-02,41.709999,41.709999,41.740002,40.380001,40.610001,SCTY,992100
2013-08-05,45.150002,45.150002,45.490002,41.810001,42.00,SCTY,4448600
2013-08-06,43.869999,43.869999,45.599998,43.049999,45.299999,SCTY,3164100
2013-08-07,42.50,42.50,42.689999,40.57,42.349998,SCTY,3827500
2013-08-08,37.91,37.91,43.389999,37.50,40.400002,SCTY,5627500
2013-08-09,38.34,38.34,39.16,38.16,39.009998,SCTY,1876200
2013-08-12,38.119999,38.119999,38.880001,37.57,38.119999,SCTY,1523600
2013-08-13,37.919998,37.919998,39.259998,37.700001,38.52,SCTY,1990900
2013-08-14,36.139999,36.139999,37.959999,35.400002,37.669998,SCTY,2878500
2013-08-15,35.610001,35.610001,36.099998,35.299999,35.50,SCTY,967100
2013-08-16,37.060001,37.060001,37.25,35.50,35.990002,SCTY,1083800
2013-08-19,35.419998,35.419998,37.599998,35.34,37.16,SCTY,1150900
2013-08-20,34.310001,34.310001,35.650002,34.150002,35.57,SCTY,1882700
2013-08-21,34.490002,34.490002,35.290001,33.709999,34.150002,SCTY,1792800
2013-08-22,34.18,34.18,35.00,33.790001,34.720001,SCTY,945300
2013-08-23,34.310001,34.310001,35.18,34.209999,34.619999,SCTY,1026900
2013-08-26,35.00,35.00,35.68,34.400002,34.490002,SCTY,2265500
2013-08-27,33.02,33.02,34.50,32.880001,34.50,SCTY,1707900
2013-08-28,32.150002,32.150002,34.00,32.080002,33.84,SCTY,2317700
2013-08-29,33.049999,33.049999,33.50,31.98,32.119999,SCTY,1746500
2013-08-30,31.34,31.34,33.400002,30.200001,32.810001,SCTY,3048800
2013-09-03,29.49,29.49,31.65,29.16,31.549999,SCTY,3140500
2013-09-04,28.629999,28.629999,29.41,28.309999,29.26,SCTY,2915400
2013-09-05,30.379999,30.379999,30.60,28.799999,29.00,SCTY,3843700
2013-09-06,29.610001,29.610001,30.75,29.200001,30.65,SCTY,2075700
2013-09-09,29.889999,29.889999,30.49,28.879999,29.10,SCTY,2013300
2013-09-10,36.580002,36.580002,36.75,30.440001,30.440001,SCTY,7369200
2013-09-11,35.599998,35.599998,37.869999,34.099998,35.540001,SCTY,6010900
2013-09-12,35.799999,35.799999,37.27,35.330002,35.869999,SCTY,3225400
2013-09-13,34.23,34.23,36.110001,34.119999,36.049999,SCTY,2319800
2013-09-16,35.84,35.84,36.93,34.669998,35.299999,SCTY,3638200
2013-09-17,35.200001,35.200001,35.82,34.82,35.619999,SCTY,1542300
2013-09-18,36.400002,36.400002,36.990002,34.740002,34.990002,SCTY,3401400
2013-09-19,38.43,38.43,38.459999,36.650002,37.16,SCTY,6057900
2013-09-20,37.23,37.23,39.209999,36.310001,38.849998,SCTY,6002300
2013-09-23,35.77,35.77,38.009998,35.50,37.91,SCTY,4127000
2013-09-24,35.310001,35.310001,36.130001,34.849998,35.66,SCTY,2110600
2013-09-25,34.470001,34.470001,35.740002,34.41,35.400002,SCTY,6347200
2013-09-26,34.599998,34.599998,35.049999,34.23,34.700001,SCTY,2339100
2013-09-27,34.490002,34.490002,35.25,34.130001,34.279999,SCTY,1986300
2013-09-30,34.599998,34.599998,35.200001,32.099998,33.849998,SCTY,2258400
2013-10-01,35.779999,35.779999,36.110001,34.52,34.669998,SCTY,2418200
2013-10-02,35.50,35.50,36.209999,34.700001,35.389999,SCTY,1376900
2013-10-03,35.740002,35.740002,35.799999,34.889999,35.740002,SCTY,1955700
2013-10-04,37.650002,37.650002,37.759998,35.290001,35.709999,SCTY,2859900
2013-10-07,38.41,38.41,38.580002,36.549999,37.099998,SCTY,2995700
2013-10-08,39.00,39.00,40.50,36.639999,38.810001,SCTY,5798500
2013-10-09,37.130001,37.130001,39.490002,36.32,38.779999,SCTY,3204300
2013-10-10,38.330002,38.330002,38.50,36.880001,37.650002,SCTY,2087900
2013-10-11,47.18,47.18,48.130001,41.849998,42.00,SCTY,17809700
2013-10-14,46.459999,46.459999,47.900002,45.93,47.169998,SCTY,7207900
2013-10-15,46.540001,46.540001,48.09,45.360001,46.50,SCTY,6690500
2013-10-16,52.380001,52.380001,52.650002,47.119999,47.709999,SCTY,14801400
2013-10-17,54.09,54.09,57.50,53.349998,53.950001,SCTY,12054100
2013-10-18,59.459999,59.459999,59.900002,54.619999,55.720001,SCTY,8955800
2013-10-21,57.52,57.52,64.50,56.990002,62.470001,SCTY,11634000
2013-10-22,59.700001,59.700001,59.970001,53.50,58.48,SCTY,7981700
2013-10-23,57.82,57.82,59.34,56.25,58.50,SCTY,4772000
2013-10-24,60.599998,60.599998,61.68,58.509998,59.75,SCTY,5309500
2013-10-25,58.029999,58.029999,61.16,57.310001,61.00,SCTY,3840500
2013-10-28,56.98,56.98,59.950001,55.330002,59.75,SCTY,4383900
2013-10-29,57.68,57.68,58.00,55.700001,57.220001,SCTY,2835200
2013-10-30,55.110001,55.110001,57.959999,54.619999,57.490002,SCTY,3190400
2013-10-31,53.349998,53.349998,54.349998,51.200001,53.540001,SCTY,4488400
2013-11-01,54.75,54.75,56.32,53.900002,55.150002,SCTY,3329400
2013-11-04,60.970001,60.970001,65.300003,56.490002,56.50,SCTY,12349800
2013-11-05,62.77,62.77,64.389999,61.130001,62.900002,SCTY,5360300
2013-11-06,59.650002,59.650002,61.950001,57.529999,61.84,SCTY,6380200
2013-11-07,49.689999,49.689999,56.200001,48.50,53.75,SCTY,13238000
2013-11-08,50.18,50.18,50.700001,47.720001,49.50,SCTY,6568600
2013-11-11,53.68,53.68,53.75,50.00,50.700001,SCTY,5241500
2013-11-12,52.560001,52.560001,53.98,51.720001,53.77,SCTY,3342400
2013-11-13,53.919998,53.919998,55.00,52.259998,52.299999,SCTY,4067100
2013-11-14,56.23,56.23,59.639999,54.639999,58.150002,SCTY,7717200
2013-11-15,55.349998,55.349998,58.189999,55.150002,57.43,SCTY,4269000
2013-11-18,50.77,50.77,56.73,48.830002,56.040001,SCTY,7547400
2013-11-19,46.720001,46.720001,50.950001,45.59,50.759998,SCTY,7948800
2013-11-20,45.91,45.91,48.700001,45.759998,47.810001,SCTY,4055200
2013-11-21,48.02,48.02,48.599998,46.00,46.380001,SCTY,4865300
2013-11-22,46.59,46.59,49.189999,46.009998,48.369999,SCTY,3499800
2013-11-25,44.709999,44.709999,48.450001,43.700001,48.00,SCTY,4947900
2013-11-26,45.240002,45.240002,46.18,42.380001,44.07,SCTY,4435900
2013-11-27,49.07,49.07,49.099998,44.470001,45.310001,SCTY,5255000
2013-11-29,52.279999,52.279999,52.299999,49.25,49.369999,SCTY,4895400
2013-12-02,50.860001,50.860001,53.040001,50.560001,50.889999,SCTY,4420100
2013-12-03,52.459999,52.459999,52.650002,50.509998,51.330002,SCTY,3749000
2013-12-04,52.169998,52.169998,53.75,51.380001,51.939999,SCTY,3324000
2013-12-05,53.889999,53.889999,55.650002,53.23,53.68,SCTY,5670900
2013-12-06,53.720001,53.720001,55.689999,52.529999,54.560001,SCTY,4003900
2013-12-09,51.830002,51.830002,54.27,51.299999,53.50,SCTY,3430600
2013-12-10,53.369999,53.369999,53.68,50.57,51.189999,SCTY,3365600
2013-12-11,51.080002,51.080002,53.50,51.00,52.919998,SCTY,2305300
2013-12-12,52.27,52.27,53.189999,49.450001,50.419998,SCTY,3717000
2013-12-13,51.16,51.16,54.00,50.900002,52.310001,SCTY,3449100
2013-12-16,51.790001,51.790001,52.330002,50.610001,51.50,SCTY,2505600
2013-12-17,52.41,52.41,53.889999,51.57,51.68,SCTY,5359300
2013-12-18,52.790001,52.790001,53.290001,51.02,52.549999,SCTY,3511700
2013-12-19,56.900002,56.900002,58.00,52.220001,52.650002,SCTY,7376300
2013-12-20,55.799999,55.799999,58.099998,55.599998,57.75,SCTY,4064600
2013-12-23,56.50,56.50,56.790001,54.610001,56.080002,SCTY,2286000
2013-12-24,56.130001,56.130001,57.98,55.82,56.73,SCTY,1348900
2013-12-26,57.259998,57.259998,59.00,56.279999,56.279999,SCTY,3133800
2013-12-27,56.93,56.93,58.75,56.810001,57.599998,SCTY,2655100
2013-12-30,57.349998,57.349998,58.459999,56.75,57.02,SCTY,2313300
2013-12-31,56.82,56.82,57.689999,55.669998,57.389999,SCTY,1798800
2014-01-02,59.709999,59.709999,60.52,55.560001,56.540001,SCTY,4243200
2014-01-03,59.27,59.27,61.200001,57.700001,59.810001,SCTY,3234900
2014-01-06,63.610001,63.610001,67.139999,63.040001,65.099998,SCTY,10376200
2014-01-07,63.720001,63.720001,64.669998,62.650002,64.00,SCTY,4709600
2014-01-08,66.18,66.18,66.599998,63.27,63.27,SCTY,3743800
2014-01-09,67.489998,67.489998,69.910004,65.339996,68.82,SCTY,7671100
2014-01-10,66.800003,66.800003,68.459999,65.900002,67.550003,SCTY,3405800
2014-01-13,62.52,62.52,66.800003,61.169998,66.760002,SCTY,5135500
2014-01-14,65.550003,65.550003,66.599998,61.34,63.049999,SCTY,4427700
2014-01-15,68.50,68.50,69.50,66.620003,67.940002,SCTY,5653300
2014-01-16,76.800003,76.800003,77.239998,71.57,71.800003,SCTY,11220800
2014-01-17,75.110001,75.110001,79.860001,74.449997,78.309998,SCTY,7492000
2014-01-21,75.139999,75.139999,75.879997,71.839996,72.879997,SCTY,4324100
2014-01-22,74.57,74.57,76.760002,74.150002,75.839996,SCTY,3434700
2014-01-23,73.889999,73.889999,73.900002,71.720001,73.720001,SCTY,2840600
2014-01-24,70.480003,70.480003,72.910004,69.209999,72.220001,SCTY,4340300
2014-01-27,69.940002,69.940002,72.00,66.779999,69.349998,SCTY,4587100
2014-01-28,74.07,74.07,74.129997,71.00,71.290001,SCTY,3233400
2014-01-29,72.099998,72.099998,74.199997,71.50,72.489998,SCTY,2724400
2014-01-30,75.699997,75.699997,77.50,73.239998,73.800003,SCTY,3691100
2014-01-31,74.089996,74.089996,76.029999,73.50,74.309998,SCTY,2274400
2014-02-03,69.830002,69.830002,75.75,69.010002,74.419998,SCTY,3778200
2014-02-04,72.209999,72.209999,72.800003,70.330002,71.519997,SCTY,2762400
2014-02-05,69.480003,69.480003,72.00,65.610001,71.50,SCTY,4766600
2014-02-06,68.779999,68.779999,71.370003,68.199997,70.110001,SCTY,2216600
2014-02-07,71.309998,71.309998,71.400002,67.650002,70.370003,SCTY,3232000
2014-02-10,72.900002,72.900002,75.290001,72.650002,72.75,SCTY,4179700
2014-02-11,70.029999,70.029999,74.00,69.970001,73.75,SCTY,3426800
2014-02-12,71.419998,71.419998,71.980003,70.370003,71.379997,SCTY,2517700
2014-02-13,75.870003,75.870003,76.25,69.400002,70.339996,SCTY,4168500
2014-02-14,74.00,74.00,76.400002,73.099998,75.699997,SCTY,3438100
2014-02-18,79.949997,79.949997,79.989998,75.00,75.410004,SCTY,5810300
2014-02-19,74.010002,74.010002,78.900002,73.739998,78.580002,SCTY,6254100
2014-02-20,75.519997,75.519997,76.769997,74.389999,76.620003,SCTY,3319100
2014-02-21,75.860001,75.860001,77.400002,74.910004,76.50,SCTY,3812500
2014-02-24,78.550003,78.550003,78.870003,75.459999,76.510002,SCTY,6565000
2014-02-25,81.18,81.18,83.790001,76.00,76.82,SCTY,12770800
2014-02-26,84.93,84.93,88.349998,81.18,83.540001,SCTY,9052600
2014-02-27,86.139999,86.139999,87.550003,83.68,87.00,SCTY,5363200
2014-02-28,84.959999,84.959999,88.230003,82.00,86.93,SCTY,6305400
2014-03-03,83.260002,83.260002,83.919998,81.010002,83.029999,SCTY,4405600
2014-03-04,82.639999,82.639999,86.339996,82.209999,84.080002,SCTY,5863200
2014-03-05,80.419998,80.419998,83.599998,77.519997,82.980003,SCTY,7014400
2014-03-06,80.07,80.07,82.370003,79.209999,81.480003,SCTY,5255700
2014-03-07,77.800003,77.800003,80.93,76.25,80.550003,SCTY,4859200
2014-03-10,75.650002,75.650002,77.900002,74.389999,76.370003,SCTY,4148200
2014-03-11,73.349998,73.349998,77.099998,72.18,75.349998,SCTY,4784800
2014-03-12,78.50,78.50,78.50,74.00,74.370003,SCTY,5980900
2014-03-13,74.080002,74.080002,79.339996,72.50,78.989998,SCTY,5951200
2014-03-14,73.790001,73.790001,74.900002,72.660004,73.559998,SCTY,3510500
2014-03-17,73.699997,73.699997,76.709999,73.400002,75.279999,SCTY,3218300
2014-03-18,77.099998,77.099998,77.43,73.75,74.739998,SCTY,5281300
2014-03-19,72.699997,72.699997,76.75,70.900002,76.169998,SCTY,8624400
2014-03-20,69.550003,69.550003,74.089996,69.169998,72.580002,SCTY,5132800
2014-03-21,65.050003,65.050003,70.00,64.639999,69.610001,SCTY,8515800
2014-03-24,62.580002,62.580002,64.68,58.740002,64.019997,SCTY,9820700
2014-03-25,63.259998,63.259998,65.699997,62.549999,64.150002,SCTY,6034300
2014-03-26,60.119999,60.119999,65.040001,60.029999,63.610001,SCTY,5239000
2014-03-27,60.740002,60.740002,61.849998,56.619999,59.299999,SCTY,5333400
2014-03-28,61.380001,61.380001,64.279999,61.00,63.450001,SCTY,4978900
2014-03-31,62.619999,62.619999,63.759998,60.630001,63.07,SCTY,3654900
2014-04-01,65.010002,65.010002,65.010002,62.119999,62.790001,SCTY,4547900
2014-04-02,63.75,63.75,65.779999,63.00,65.470001,SCTY,4028100
